age,marital,housing,loan,duration,campaign,pdays,previous,education_numeric,P_i,is_primary,is_secondary,is_tertiary
35,1,0,0,248,2,-1,0,2,0.10378173480139308,0,1,0
52,0,1,0,7,4,340,15,1,0.06594799731644739,1,0,0
54,1,1,0,103,2,-1,0,1,0.018191461115562677,1,0,0
28,2,1,0,73,2,-1,0,2,0.021944693450172567,0,1,0
41,2,1,1,388,12,-1,0,3,0.0167657393471507,0,0,1
57,0,0,0,1563,1,166,3,2,0.9811549652903996,0,1,0
52,0,0,0,91,2,-1,0,3,0.07658284453894616,0,0,1
31,1,0,0,119,3,-1,0,3,0.07721192985673103,0,0,1
50,1,1,1,55,1,-1,0,2,0.012339742805143756,0,1,0
40,1,1,0,64,5,336,11,2,0.0792653409883219,0,1,0
37,1,1,0,212,1,-1,0,3,0.04975477670948109,0,0,1
55,0,1,0,225,5,-1,0,3,0.028210177577946593,0,0,1
49,1,0,0,119,3,-1,0,2,0.07373522958874582,0,1,0
51,1,0,0,93,2,-1,0,2,0.06937964381328221,0,1,0
25,2,0,1,201,1,-1,0,3,0.090690314478704,0,0,1
35,2,1,0,188,2,-1,0,2,0.040768539429279396,0,1,0
31,1,1,0,75,4,-1,0,1,0.010354442690814406,1,0,0
26,2,0,1,145,1,199,1,3,0.13589584127712476,0,0,1
58,1,0,0,156,2,-1,0,1,0.0675816775482423,1,0,0
33,1,1,0,162,1,-1,0,3,0.04154457250168781,0,0,1
55,1,0,0,110,1,-1,0,2,0.09170011740711348,0,1,0
35,1,1,0,445,1,135,3,2,0.1586012109641391,0,1,0
33,2,1,0,178,8,174,3,2,0.034895566995154476,0,1,0
30,2,0,0,197,3,-1,0,2,0.09449584793893884,0,1,0
32,2,1,0,119,1,-1,0,2,0.03232097750754555,0,1,0
34,1,1,0,228,1,-1,0,2,0.039030421460163896,0,1,0
79,0,0,0,617,1,377,1,1,0.6395699905172114,1,0,0
37,1,1,0,227,1,-1,0,3,0.05180604726937273,0,0,1
57,1,0,0,455,1,-1,0,1,0.2144121800950798,1,0,0
39,1,1,0,102,23,-1,0,1,0.0010354190776783803,1,0,0
38,1,0,0,624,4,-1,0,2,0.27885822806202454,0,1,0
46,1,0,0,38,5,-1,0,2,0.036125698311096126,0,1,0
39,1,0,0,608,1,99,3,3,0.5932279917021954,0,0,1
30,1,1,1,994,1,177,1,2,0.4220186817766787,0,1,0
49,1,0,0,181,2,-1,0,2,0.10567235055306377,0,1,0
41,0,0,0,509,2,-1,0,1,0.165640099195185,1,0,0
38,2,1,0,180,1,302,3,2,0.11814934504007693,0,1,0
43,1,0,0,383,2,-1,0,2,0.1955708761102803,0,1,0
36,1,0,0,120,6,-1,0,2,0.045456000034576616,0,1,0
51,1,1,0,122,1,-1,0,2,0.03129802534673786,0,1,0
48,2,0,0,9,16,-1,0,1,0.007738542699162308,1,0,0
33,1,1,1,73,1,178,4,1,0.02053554002677472,1,0,0
32,2,0,0,474,7,-1,0,2,0.17077057874042864,0,1,0
46,1,0,0,81,2,-1,0,2,0.0683024617493311,0,1,0
19,2,0,0,252,2,-1,0,2,0.12567920367175664,0,1,0
31,1,0,0,71,5,-1,0,3,0.05327617041067992,0,0,1
58,0,1,1,180,1,-1,0,2,0.01825695084272761,0,1,0
30,1,1,0,473,1,-1,0,2,0.08864306452539271,0,1,0
69,0,0,0,138,4,96,2,2,0.09749304419557596,0,1,0
44,2,0,1,778,1,-1,0,2,0.4468803345217006,0,1,0
54,1,0,0,281,1,-1,0,1,0.12678676882499176,1,0,0
35,1,0,0,100,4,-1,0,3,0.0664454261818284,0,0,1
35,1,1,0,42,3,-1,0,2,0.014366204558297263,0,1,0
30,1,0,0,192,1,-1,0,3,0.13598289786868575,0,0,1
36,2,1,1,367,1,-1,0,2,0.04622649251026889,0,1,0
30,1,1,0,253,4,-1,0,1,0.020892379939786074,1,0,0
40,1,0,0,58,4,-1,0,3,0.06423595986412046,0,0,1
46,1,0,0,202,1,-1,0,2,0.11353572382586188,0,1,0
47,1,1,0,142,1,-1,0,2,0.031828162072981905,0,1,0
35,1,0,1,117,4,12,2,3,0.047879835994502455,0,0,1
50,1,1,0,445,2,299,6,1,0.2156738154015196,1,0,0
31,1,0,1,188,1,-1,0,2,0.05701497166290339,0,1,0
35,2,0,0,15,1,-1,0,2,0.06949285254863889,0,1,0
26,2,0,0,208,2,-1,0,3,0.15253245425404982,0,0,1
35,1,1,0,166,1,-1,0,1,0.035778525544314564,1,0,0
38,2,0,0,240,1,92,4,2,0.22604090321622572,0,1,0
58,1,0,0,109,2,-1,0,3,0.10689177286863843,0,0,1
29,1,0,1,97,2,-1,0,2,0.031099609055679326,0,1,0
43,1,1,0,84,7,-1,0,3,0.010594404145015578,0,0,1
35,0,1,0,736,2,-1,0,3,0.22656225963028587,0,0,1
56,1,1,0,666,2,-1,0,3,0.25152816356767754,0,0,1
43,1,0,0,94,6,-1,0,1,0.029834442351100308,1,0,0
57,1,0,0,219,3,372,1,2,0.3179879663267081,0,1,0
43,0,1,1,618,2,274,2,2,0.17799400172470406,0,1,0
45,1,0,0,36,2,-1,0,2,0.05426163315549906,0,1,0
31,0,1,0,202,1,-1,0,3,0.03706374598849531,0,0,1
56,1,0,1,88,2,-1,0,3,0.0502075715311809,0,0,1
58,1,0,0,77,6,-1,0,1,0.032081141110877356,1,0,0
51,1,0,0,96,5,-1,0,2,0.045675440821610645,0,1,0
36,2,0,0,167,5,-1,0,1,0.055972229025500544,1,0,0
30,1,1,1,160,4,-1,0,2,0.010365743161483115,0,1,0
51,1,1,0,295,1,-1,0,1,0.04124549187851222,1,0,0
34,2,0,0,342,3,-1,0,3,0.22207541107791223,0,0,1
70,1,0,0,89,1,-1,0,2,0.08815757113682679,0,1,0
29,2,0,0,430,1,50,3,3,0.42455379849200114,0,0,1
34,2,1,0,371,1,-1,0,2,0.08530998455055293,0,1,0
42,2,1,0,555,5,-1,0,2,0.07741272051331687,0,1,0
54,1,0,0,48,5,-1,0,3,0.058793878112947846,0,0,1
41,2,1,0,353,6,373,2,2,0.14812220602214834,0,1,0
30,2,1,0,5,2,-1,0,2,0.017232931527424316,0,1,0
35,1,1,0,69,4,-1,0,2,0.01534891492159338,0,1,0
44,1,0,0,167,2,-1,0,2,0.08665597411419497,0,1,0
58,0,0,0,509,1,-1,0,2,0.27285300967604104,0,1,0
47,1,1,0,99,3,-1,0,2,0.022290025028315435,0,1,0
23,2,0,0,158,2,-1,0,2,0.10499505380340497,0,1,0
27,2,0,0,191,1,-1,0,2,0.12953320629044088,0,1,0
28,2,0,0,294,3,-1,0,2,0.1382460523341421,0,1,0
70,1,0,0,82,2,181,1,1,0.10726072081726734,1,0,0
35,2,0,0,349,2,-1,0,2,0.19076094148338252,0,1,0
36,1,1,0,62,1,-1,0,3,0.02615232412874472,0,0,1
36,1,1,0,83,2,-1,0,2,0.01867417316370738,0,1,0
36,1,1,0,62,6,366,2,2,0.03701626697464713,0,1,0
54,0,1,0,562,2,-1,0,2,0.10873367129874759,0,1,0
43,1,1,0,48,2,-1,0,1,0.013199989939877872,1,0,0
37,1,0,0,25,20,-1,0,2,0.005184655562227374,0,1,0
31,1,0,0,37,1,-1,0,1,0.045114635400436975,1,0,0
43,1,1,0,383,3,-1,0,3,0.07531901281327469,0,0,1
36,0,1,0,192,2,-1,0,3,0.03578020986443795,0,0,1
50,1,0,0,599,3,-1,0,2,0.31207378393982,0,1,0
45,2,0,0,243,5,285,2,3,0.3092051318558783,0,0,1
35,1,1,1,97,5,-1,0,2,0.008165706834478184,0,1,0
33,1,0,0,63,5,-1,0,2,0.03689210861987126,0,1,0
58,0,0,0,175,1,-1,0,2,0.09566865194391055,0,1,0
40,1,0,1,36,1,-1,0,2,0.030436581308414448,0,1,0
45,1,1,0,204,1,364,1,1,0.0855060264901497,1,0,0
41,1,0,0,284,2,-1,0,2,0.1365517298436883,0,1,0
55,1,0,0,1650,16,-1,0,3,0.8808138411458212,0,0,1
53,1,0,0,139,1,-1,0,2,0.09596532853696751,0,1,0
50,1,1,0,226,3,-1,0,2,0.03321140303281396,0,1,0
36,2,0,1,719,1,-1,0,2,0.3476512870736246,0,1,0
41,1,1,0,276,1,-1,0,2,0.046211081114489065,0,1,0
58,0,0,0,544,2,-1,0,2,0.2663689071366196,0,1,0
35,1,1,0,824,2,-1,0,3,0.3277922818110098,0,0,1
44,2,1,0,109,3,-1,0,2,0.026257411222583838,0,1,0
34,1,1,0,142,2,328,3,1,0.059031579742692845,1,0,0
34,1,0,0,379,1,-1,0,2,0.1769848919307375,0,1,0
30,0,1,0,157,3,-1,0,1,0.013010315279582142,1,0,0
36,2,1,0,172,2,-1,0,1,0.025039732852561426,1,0,0
30,2,0,0,781,5,-1,0,3,0.5585951072234495,0,0,1
37,0,0,0,35,7,-1,0,2,0.02319107837201531,0,1,0
46,1,0,1,115,1,-1,0,2,0.0440507997120781,0,1,0
45,0,0,0,362,1,-1,0,1,0.11959598707817601,1,0,0
37,2,0,0,553,2,-1,0,2,0.3508008132998671,0,1,0
24,2,1,0,241,1,-1,0,2,0.04975027683780723,0,1,0
25,2,0,0,173,1,92,5,2,0.19907207791452047,0,1,0
33,1,1,0,195,1,-1,0,2,0.033688560595000916,0,1,0
39,2,1,0,64,2,-1,0,2,0.025200277368491203,0,1,0
44,0,1,1,51,1,-1,0,2,0.010327621218194596,0,1,0
37,2,1,0,200,2,-1,0,2,0.03800675273734788,0,1,0
43,0,0,1,189,1,-1,0,3,0.06402265475937545,0,0,1
48,1,1,1,145,1,-1,0,1,0.012702788238080584,1,0,0
52,1,0,0,131,3,-1,0,1,0.05319353159129194,1,0,0
26,1,0,0,43,1,-1,0,3,0.07966245881478662,0,0,1
26,2,0,0,58,3,-1,0,2,0.06250814692141697,0,1,0
46,1,0,1,128,1,-1,0,3,0.06678995832725862,0,0,1
47,1,1,0,18,1,-1,0,1,0.014154052319599592,1,0,0
44,1,1,0,477,1,-1,0,2,0.1027290409041429,0,1,0
39,1,0,0,77,1,-1,0,3,0.09179133586568466,0,0,1
31,2,1,0,161,1,-1,0,2,0.03472982696853686,0,1,0
34,1,1,1,90,1,-1,0,2,0.013132504678469492,0,1,0
46,1,1,0,1013,29,-1,0,2,0.022445410375818372,0,1,0
31,0,0,1,278,7,-1,0,2,0.02718567559130359,0,1,0
48,1,0,0,103,4,-1,0,1,0.04134155867068389,1,0,0
43,0,0,0,114,1,38,2,3,0.11994532274215328,0,0,1
30,0,1,0,87,3,-1,0,3,0.02037784818014595,0,0,1
48,1,0,0,318,3,-1,0,3,0.18112641720407854,0,0,1
39,1,1,0,191,2,-1,0,3,0.04520297223483917,0,0,1
37,2,0,0,48,2,-1,0,3,0.09303508967316178,0,0,1
58,1,0,0,130,2,-1,0,1,0.06496362351057468,1,0,0
26,2,0,0,218,1,-1,0,2,0.1389008373046302,0,1,0
42,2,1,0,14,35,-1,0,2,0.0002587129785282764,0,1,0
52,1,0,0,198,3,-1,0,2,0.09654626261685414,0,1,0
64,1,0,0,181,4,183,7,2,0.2271231517056646,0,1,0
44,1,1,0,48,2,342,1,2,0.05453452326767044,0,1,0
37,1,0,0,83,1,95,4,2,0.13250517100945833,0,1,0
42,1,1,0,135,7,-1,0,3,0.020241979726410855,0,0,1
33,1,0,0,100,4,-1,0,2,0.04956556407940055,0,1,0
36,1,1,0,160,2,-1,0,2,0.02835556658337335,0,1,0
47,2,0,0,250,2,181,4,2,0.2873042197012296,0,1,0
42,1,0,0,98,1,-1,0,2,0.0807673746710395,0,1,0
35,1,1,1,38,2,172,2,2,0.01646932267238958,0,1,0
57,1,0,0,369,1,-1,0,2,0.20549460922429147,0,1,0
45,2,0,0,67,1,-1,0,3,0.11526020989873537,0,0,1
45,1,1,0,192,2,-1,0,3,0.04307141751312606,0,0,1
35,1,1,0,183,9,-1,0,2,0.012313729868678975,0,1,0
28,2,0,0,144,2,-1,0,3,0.11150841270602463,0,0,1
43,0,1,0,306,1,-1,0,3,0.06133683633614501,0,0,1
51,1,1,0,301,1,-1,0,2,0.0629174302385377,0,1,0
36,2,0,0,115,2,-1,0,2,0.08898317957816836,0,1,0
25,2,0,0,131,3,-1,0,2,0.07181478658012622,0,1,0
28,2,0,0,7,1,-1,0,2,0.05998554384756692,0,1,0
44,2,1,0,179,7,-1,0,2,0.019568752467224417,0,1,0
44,2,1,0,207,4,-1,0,2,0.03246233407773309,0,1,0
45,2,1,0,130,25,-1,0,2,0.0014710506750283047,0,1,0
25,1,0,0,64,1,-1,0,1,0.04425334757129799,1,0,0
45,1,0,1,61,3,-1,0,3,0.036853394006499764,0,0,1
45,1,1,1,102,4,-1,0,1,0.006687805633842991,1,0,0
28,2,1,0,26,5,354,1,2,0.03845446245978758,0,1,0
35,2,1,0,768,2,141,3,3,0.5175010896579116,0,0,1
40,2,1,1,170,1,-1,0,2,0.020783664708093424,0,1,0
49,2,1,0,97,3,-1,0,3,0.03421892678495455,0,0,1
37,1,1,0,1038,2,-1,0,2,0.4741943443657653,0,1,0
55,1,1,0,96,1,111,3,2,0.044571052700891754,0,1,0
27,2,1,0,356,4,-1,0,2,0.05265115505923286,0,1,0
27,1,1,0,1608,13,-1,0,2,0.6435468692879384,0,1,0
42,0,0,0,21,25,-1,0,2,0.0027592037463592648,0,1,0
33,1,1,0,175,1,-1,0,3,0.044114073423278756,0,0,1
51,1,1,0,105,1,92,1,2,0.04209662294337511,0,1,0
57,1,1,1,186,1,-1,0,2,0.02041595552352722,0,1,0
30,1,0,0,208,3,-1,0,3,0.10003119784884354,0,0,1
39,1,0,0,202,2,-1,0,2,0.10431938445383583,0,1,0
58,1,1,0,358,3,-1,0,2,0.0625163417023384,0,1,0
53,1,1,0,162,3,-1,0,2,0.0274200188057217,0,1,0
33,2,0,0,76,2,207,1,2,0.12507080445059898,0,1,0
40,2,0,1,181,2,-1,0,2,0.04429296176122057,0,1,0
44,1,0,0,256,2,-1,0,2,0.13407602820932255,0,1,0
47,1,1,0,145,5,-1,0,1,0.013022545951001873,1,0,0
30,2,0,0,238,3,-1,0,3,0.15320599544375083,0,0,1
37,1,1,0,389,2,-1,0,2,0.061739191879539024,0,1,0
30,1,1,1,133,1,-1,0,2,0.013875711086748406,0,1,0
56,0,1,0,406,4,296,3,3,0.1793268317932754,0,0,1
45,1,0,1,370,2,-1,0,2,0.10772644586494239,0,1,0
32,1,1,0,223,3,-1,0,2,0.029890727840015847,0,1,0
34,1,0,0,275,1,-1,0,2,0.12628049228611393,0,1,0
38,1,1,0,68,2,-1,0,2,0.018759628808427027,0,1,0
31,1,1,0,239,2,-1,0,3,0.04956387707937462,0,0,1
32,2,0,0,1238,1,-1,0,2,0.8951761983480914,0,1,0
56,0,0,0,121,1,-1,0,3,0.10039538309975071,0,0,1
50,1,1,0,182,6,-1,0,2,0.020889708868829907,0,1,0
57,1,1,0,65,2,-1,0,2,0.02430669177571789,0,1,0
45,1,1,0,550,1,-1,0,3,0.1744637434657834,0,0,1
52,0,1,0,110,1,-1,0,3,0.031063669491801803,0,0,1
38,1,1,0,15,2,-1,0,2,0.014548670189589418,0,1,0
34,1,0,0,68,2,-1,0,1,0.04274485794067598,1,0,0
31,1,1,1,37,3,-1,0,2,0.007039921304620869,0,1,0
37,1,0,0,303,2,92,4,3,0.28822598448567516,0,0,1
31,1,0,0,268,1,-1,0,3,0.17153931084224386,0,0,1
26,1,1,0,275,1,-1,0,1,0.03436415726610655,1,0,0
36,2,1,1,181,2,-1,0,2,0.01930160968183426,0,1,0
50,1,0,0,22,5,-1,0,2,0.025179392053591293,0,1,0
26,2,1,0,260,2,463,1,3,0.23180216826059172,0,0,1
22,2,1,0,238,2,-1,0,2,0.04486365362347337,0,1,0
31,1,0,0,96,6,-1,0,2,0.040905482333827244,0,1,0
46,1,1,0,45,1,154,1,3,0.04766726356980201,0,0,1
40,1,0,0,368,12,-1,0,2,0.04905723257155676,0,1,0
46,1,1,0,279,1,-1,0,1,0.03793953502824339,1,0,0
39,0,1,0,34,1,171,1,2,0.02941741083696728,0,1,0
25,2,0,1,1341,7,-1,0,2,0.7329722225056607,0,1,0
26,2,0,1,65,26,-1,0,2,0.0016251631449113318,0,1,0
30,1,1,0,1065,1,183,1,2,0.6558948814973424,0,1,0
26,2,1,0,67,2,-1,0,2,0.022494252953387688,0,1,0
53,1,0,0,94,1,333,1,2,0.2251377131116404,0,1,0
26,2,0,0,194,1,92,5,2,0.2050757185947291,0,1,0
34,1,1,0,220,2,-1,0,1,0.024534441422733613,1,0,0
35,1,1,0,125,1,175,1,2,0.04812889372448056,0,1,0
48,1,1,0,430,2,367,2,2,0.2290215769533597,0,1,0
55,1,0,0,115,2,-1,0,2,0.08273974616095614,0,1,0
31,1,1,0,25,6,258,18,3,0.10676079250965162,0,0,1
41,1,1,0,161,1,-1,0,3,0.042493007058312875,0,0,1
57,1,0,1,267,2,-1,0,2,0.07578461107715068,0,1,0
27,1,1,0,172,3,-1,0,2,0.01498839862683932,0,1,0
56,1,0,0,71,2,-1,0,2,0.06584271069482973,0,1,0
28,2,1,0,386,2,-1,0,2,0.07784786134024306,0,1,0
49,1,0,0,753,1,-1,0,3,0.5989083535096504,0,0,1
43,1,0,0,380,1,88,1,3,0.33203107851989017,0,0,1
46,1,0,0,176,4,-1,0,2,0.0717848695595367,0,1,0
49,0,0,0,322,1,-1,0,2,0.14908292631946146,0,1,0
25,2,0,0,458,1,-1,0,3,0.32370716844477343,0,0,1
40,1,1,0,431,2,119,9,2,0.21501248487391778,0,1,0
44,0,1,0,661,1,-1,0,1,0.12598500629266543,1,0,0
31,2,1,0,55,2,-1,0,2,0.022804898905218147,0,1,0
56,1,0,0,857,3,-1,0,2,0.5909085775886601,0,1,0
35,0,1,0,101,1,-1,0,2,0.02147694596306031,0,1,0
26,2,1,0,106,1,368,4,2,0.11693662186409243,0,1,0
36,1,1,0,333,2,324,1,2,0.14159100688725637,0,1,0
36,1,0,0,213,1,-1,0,2,0.1164947863609907,0,1,0
43,1,1,0,113,2,-1,0,2,0.02249847029153014,0,1,0
35,1,1,0,1190,2,302,2,1,0.7616789515376795,1,0,0
30,1,1,1,674,2,-1,0,2,0.09585500700327017,0,1,0
59,1,1,0,250,1,-1,0,3,0.07201478310467797,0,0,1
33,1,0,1,95,10,-1,0,3,0.016058485699790022,0,0,1
53,1,0,0,168,2,-1,0,2,0.10012618711582888,0,1,0
29,2,1,1,67,3,-1,0,2,0.011304781649756145,0,1,0
23,2,0,0,250,1,-1,0,2,0.14728046178037207,0,1,0
26,1,0,0,384,1,-1,0,2,0.20175911929625104,0,1,0
46,1,1,1,201,3,-1,0,2,0.01723619900386003,0,1,0
37,1,1,0,151,1,-1,0,1,0.022441574820598564,1,0,0
48,1,1,0,291,3,238,2,2,0.10558479802027423,0,1,0
44,1,0,1,181,1,-1,0,1,0.041370035465711184,1,0,0
44,2,1,0,427,2,-1,0,3,0.12426714121043712,0,0,1
35,2,1,0,7,5,-1,0,2,0.01333189791828933,0,1,0
30,1,1,0,461,1,-1,0,2,0.08591063775610111,0,1,0
47,0,1,0,244,1,271,4,2,0.10526414116920309,0,1,0
19,2,0,0,236,1,180,2,1,0.19295385338323598,1,0,0
30,1,1,0,285,2,-1,0,2,0.04014649806890976,0,1,0
46,1,1,0,73,1,-1,0,1,0.01698929531131968,1,0,0
36,0,1,0,1723,1,356,2,3,0.9823767315392496,0,0,1
49,2,0,0,325,2,-1,0,2,0.17505866622509067,0,1,0
40,1,1,0,920,2,-1,0,1,0.30219517071074486,1,0,0
38,0,1,0,366,1,172,4,2,0.11582490554513024,0,1,0
49,2,0,0,37,2,-1,0,2,0.07744469533841303,0,1,0
39,0,0,0,35,6,-1,0,2,0.026816223971495756,0,1,0
43,2,1,0,783,3,-1,0,1,0.19891753360758552,1,0,0
40,0,0,1,191,1,-1,0,2,0.04919725353539747,0,1,0
42,1,1,0,308,1,459,1,1,0.1502081236532956,1,0,0
53,1,0,0,61,3,-1,0,1,0.04172783725823686,1,0,0
36,1,1,0,142,3,150,3,3,0.05704877115450326,0,0,1
37,2,1,0,223,2,200,7,3,0.17520758082994195,0,0,1
31,2,1,0,221,2,140,6,2,0.10110212510908743,0,1,0
52,1,0,0,157,1,-1,0,2,0.10615310897761104,0,1,0
57,0,0,1,407,2,-1,0,2,0.10485948431440792,0,1,0
42,1,1,0,365,5,-1,0,2,0.044347142171178765,0,1,0
33,1,1,0,124,3,-1,0,3,0.027960579480859442,0,0,1
31,1,0,0,322,7,-1,0,2,0.07057955411522052,0,1,0
52,1,1,0,57,4,-1,0,2,0.015243899686541586,0,1,0
33,1,1,0,249,2,335,2,3,0.1328365722544341,0,0,1
46,1,1,0,402,1,-1,0,1,0.059028818543601876,1,0,0
54,1,0,0,348,3,-1,0,1,0.12418263964814938,1,0,0
54,1,1,0,86,2,-1,0,2,0.024095195498097185,0,1,0
31,2,1,0,1978,1,-1,0,2,0.9772298264007364,0,1,0
28,2,1,0,238,2,372,1,2,0.13368125666579495,0,1,0
31,2,0,0,406,2,-1,0,3,0.2750573809692877,0,0,1
60,1,0,0,200,1,-1,0,1,0.12511010398407213,1,0,0
30,1,0,0,105,2,-1,0,2,0.06759656118708447,0,1,0
40,1,1,0,80,3,350,2,1,0.04204548091000635,1,0,0
32,2,0,0,99,2,-1,0,2,0.08756148788597286,0,1,0
31,2,0,0,481,1,579,1,2,0.7346501444228681,0,1,0
52,1,1,1,426,2,-1,0,1,0.03621455179051356,1,0,0
46,1,0,0,152,1,-1,0,2,0.09234771334358617,0,1,0
43,1,1,0,185,1,336,2,2,0.1031347424481594,0,1,0
44,1,0,0,199,7,-1,0,1,0.043230088272956456,1,0,0
34,2,1,0,73,1,-1,0,2,0.02701000011403883,0,1,0
45,1,0,0,153,3,-1,0,2,0.08032156541993202,0,1,0
55,2,1,0,38,1,-1,0,2,0.029143580463990505,0,1,0
35,1,1,0,1408,2,-1,0,1,0.7222670437863958,1,0,0
57,1,0,0,177,2,210,3,2,0.2157364765270083,0,1,0
56,1,1,0,172,2,-1,0,2,0.03178974639618583,0,1,0
54,0,1,1,1034,1,-1,0,3,0.39254003938759974,0,0,1
45,0,1,0,62,4,-1,0,2,0.012943623404969629,0,1,0
59,1,0,0,133,1,-1,0,1,0.07515581619328482,1,0,0
55,1,1,0,647,7,-1,0,2,0.10216105718714455,0,1,0
30,1,1,0,191,1,150,7,2,0.08328229027223308,0,1,0
55,1,0,0,271,2,-1,0,2,0.13249585332996167,0,1,0
37,1,1,1,112,1,-1,0,2,0.014892067775647468,0,1,0
57,1,1,0,23,2,-1,0,2,0.018233194758458006,0,1,0
38,1,0,0,206,2,-1,0,3,0.12948407179843474,0,0,1
34,1,1,0,198,2,-1,0,2,0.019492147500387125,0,1,0
66,1,0,0,282,1,-1,0,3,0.22238692969528467,0,0,1
38,1,1,0,701,1,176,1,2,0.3387235895100928,0,1,0
43,1,1,1,141,3,-1,0,1,0.00924955912162395,1,0,0
47,1,1,0,137,5,-1,0,1,0.013939104253249932,1,0,0
35,1,0,0,159,3,-1,0,2,0.06945962724737376,0,1,0
34,1,0,0,55,4,-1,0,1,0.031200113647521035,1,0,0
43,1,0,0,153,4,-1,0,3,0.08806487431506507,0,0,1
26,2,0,0,478,2,-1,0,2,0.27454070940962677,0,1,0
49,2,0,0,205,4,-1,0,3,0.12684074691022948,0,0,1
46,1,0,0,385,5,-1,0,2,0.14833464178302347,0,1,0
36,2,0,0,274,2,-1,0,3,0.18821519325321912,0,0,1
39,0,1,0,8,5,-1,0,2,0.007955291697008524,0,1,0
27,2,1,0,62,4,357,1,2,0.05721646056060718,0,1,0
32,2,1,1,162,1,-1,0,2,0.021061547403250433,0,1,0
45,0,0,0,878,2,-1,0,1,0.47217792870568037,1,0,0
32,2,1,0,114,2,-1,0,3,0.03622794358786865,0,0,1
30,2,0,0,276,2,-1,0,2,0.14909379490599223,0,1,0
58,1,0,0,295,1,287,4,1,0.32124898118576534,1,0,0
54,1,1,0,145,4,-1,0,2,0.02653415524357478,0,1,0
31,1,0,0,577,6,182,2,3,0.4392554932083945,0,0,1
83,0,0,0,115,1,-1,0,1,0.06612474801106026,1,0,0
33,2,0,0,157,3,-1,0,2,0.07959953360357416,0,1,0
33,1,0,1,305,12,-1,0,2,0.02006557325242741,0,1,0
49,1,1,0,161,3,410,2,2,0.10759113442912457,0,1,0
26,2,1,0,315,1,-1,0,2,0.041740093057329765,0,1,0
36,1,0,0,6,1,-1,0,2,0.05565244972623759,0,1,0
36,2,0,0,230,1,-1,0,2,0.13094732409804205,0,1,0
26,2,0,0,1141,1,209,1,2,0.913874575328933,0,1,0
36,1,1,0,307,1,-1,0,3,0.07425704389513038,0,0,1
25,2,1,0,113,4,-1,0,2,0.01968080025267138,0,1,0
37,1,1,1,157,1,-1,0,2,0.01735180715590976,0,1,0
48,1,0,1,371,1,-1,0,2,0.12310424840830239,0,1,0
47,1,0,0,98,3,-1,0,1,0.04412490496652957,1,0,0
35,1,1,0,251,4,289,2,3,0.1042888375103753,0,0,1
33,1,1,0,706,2,-1,0,2,0.18473166629984406,0,1,0
30,1,1,0,1446,7,-1,0,2,0.6809029486812519,0,1,0
34,2,0,0,355,2,-1,0,2,0.20935694778571773,0,1,0
38,1,0,0,195,1,197,4,2,0.271065536131161,0,1,0
35,1,1,0,363,1,-1,0,2,0.06570878608894856,0,1,0
34,1,0,0,94,1,-1,0,2,0.06654503724830838,0,1,0
54,0,1,0,197,2,-1,0,2,0.029186546539281065,0,1,0
58,0,0,0,163,2,-1,0,1,0.058482055983003836,1,0,0
42,1,0,0,285,1,-1,0,2,0.16296235438989354,0,1,0
28,2,1,0,183,1,-1,0,2,0.04247679998322075,0,1,0
37,1,0,0,69,6,-1,0,2,0.03833400501666168,0,1,0
55,1,0,1,335,4,-1,0,2,0.07080811060611403,0,1,0
41,2,0,0,397,2,-1,0,2,0.2514916687709078,0,1,0
35,0,1,0,177,2,345,3,1,0.06604141193114949,1,0,0
32,2,0,0,11,1,-1,0,2,0.059931151693505616,0,1,0
43,1,1,0,166,3,183,5,1,0.05222431710982398,1,0,0
44,1,0,0,63,12,-1,0,3,0.022138466049839777,0,0,1
30,0,1,0,108,4,-1,0,2,0.012709375713227807,0,1,0
38,2,1,0,266,10,-1,0,2,0.01781377946165363,0,1,0
22,2,0,0,133,8,-1,0,2,0.042013087233140574,0,1,0
36,1,1,0,108,1,-1,0,2,0.02647194185775357,0,1,0
39,0,1,0,179,3,-1,0,2,0.02286754439538451,0,1,0
43,1,1,0,137,3,264,4,2,0.07395127538513918,0,1,0
36,1,1,0,7,5,-1,0,3,0.013934877513157244,0,0,1
24,2,1,0,227,1,-1,0,2,0.047979818905059896,0,1,0
52,1,0,1,460,2,-1,0,2,0.1399923496494389,0,1,0
55,0,1,0,87,1,-1,0,1,0.016542599554770592,1,0,0
26,2,1,0,204,3,-1,0,2,0.030438923473213298,0,1,0
56,1,0,1,378,2,-1,0,2,0.11113471296190447,0,1,0
57,1,1,0,564,1,-1,0,2,0.1484265782675546,0,1,0
60,1,0,0,391,3,106,1,2,0.25776627949954617,0,1,0
41,1,1,0,788,1,-1,0,3,0.3454710279984664,0,0,1
26,2,0,0,390,1,-1,0,2,0.23783882407525261,0,1,0
34,1,1,1,161,2,253,1,2,0.033354408505931396,0,1,0
41,1,0,0,55,2,-1,0,2,0.060179592289550485,0,1,0
28,2,1,0,257,1,-1,0,2,0.054321302517678485,0,1,0
33,1,0,0,117,3,-1,0,3,0.08893099814319343,0,0,1
35,1,1,0,357,1,-1,0,3,0.09011953392179378,0,0,1
48,1,1,0,93,3,-1,0,2,0.019383987438231273,0,1,0
40,1,1,0,230,3,-1,0,2,0.03411712918009749,0,1,0
54,2,1,0,742,2,-1,0,2,0.29692376187600084,0,1,0
